"","conceptId","term"
"3125",717763008,"Chudley Lowry Hoar syndrome (disorder)"
"3126",717822006,"Goldberg Shprintzen megacolon syndrome (disorder)"
"3127",717887003,"Biemond syndrome type 2 (disorder)"
"3128",717913006,"Blepharonasofacial malformation syndrome (disorder)"
"3129",717945001,"Brain anomaly, severe intellectual disability, ectodermal dysplasia, skeletal deformity, ear anomaly, kidney dysplasia syndrome (disorder)"
"3130",718226002,"Wolf Hirschhorn syndrome (disorder)"
"3131",718393002,"Atypical Rett syndrome (disorder)"
"3132",718573009,"Achalasia microcephaly syndrome (disorder)"
"3133",718577005,"X-linked intellectual disability Atkin type (disorder)"
"3134",718636001,"Minimal depression (disorder)"
"3135",718680001,"Oro-facial digital syndrome type 9 (disorder)"
"3136",718681002,"Oro-facial digital syndrome type 11 (disorder)"
"3137",718766002,"Spondyloepiphyseal dysplasia, craniosynostosis, cleft palate, cataract and intellectual disability syndrome (disorder)"
"3138",718845002,"X-linked intellectual disability with ataxia and apraxia syndrome (disorder)"
"3139",718846001,"X-linked intellectual disability Zorick type (disorder)"
"3140",718847005,"X-linked neurodegenerative syndrome Hamel type (disorder)"
"3141",718848000,"Fried syndrome (disorder)"
"3142",718896000,"X-linked recessive intellectual disability and macrocephaly with ciliary dysfunction syndrome (disorder)"
"3143",718897009,"X-linked intellectual disability Seemanova type (disorder)"
"3144",718900002,"Syndromic X-linked intellectual disability type 11 (disorder)"
"3145",718905007,"X-linked intellectual disability Shrimpton type (disorder)"
"3146",718908009,"X-linked intellectual disability Siderius type (disorder)"
"3147",718909001,"X-linked intellectual disability Stevenson type (disorder)"
"3148",718910006,"X-linked intellectual disability Stocco Dos Santos type (disorder)"
"3149",718911005,"X-linked intellectual disability Stoll type (disorder)"
"3150",718912003,"X-linked intellectual disability Turner type (disorder)"
"3151",718914002,"X-linked intellectual disability Van Esch type (disorder)"
"3152",719009006,"X-linked intellectual disability Wilson type (disorder)"
"3153",719010001,"X-linked intellectual disability Schimke type (disorder)"
"3154",719011002,"X-linked intellectual disability Pai type (disorder)"
"3155",719012009,"X-linked intellectual disability Miles Carpenter type (disorder)"
"3156",719013004,"X-linked intellectual disability Cilliers type (disorder)"
"3157",719016007,"X-linked intellectual disability Cantagrel type (disorder)"
"3158",719017003,"X-linked intellectual disability Armfield type (disorder)"
"3159",719018008,"X-linked intellectual disability Abidi type (disorder)"
"3160",719020006,"Pallister W syndrome (disorder)"
"3161",719042007,"Uveal coloboma with cleft lip and palate and intellectual disability syndrome (disorder)"
"3162",719046005,"12q14 microdeletion syndrome (disorder)"
"3163",719069008,"Shprintzen Goldberg craniosynostosis syndrome (disorder)"
"3164",719097002,"Branchioskeletogenital syndrome (disorder)"
"3165",719101006,"Carpenter Waziri syndrome (disorder)"
"3166",719102004,"Congenital cataract with ataxia and deafness syndrome (disorder)"
"3167",719136005,"X-linked intellectual disability with cerebellar hypoplasia syndrome (disorder)"
"3168",719137001,"X-linked intellectual disability with corpus callosum agenesis and spastic quadriparesis syndrome (disorder)"
"3169",719138006,"X-linked intellectual disability with cubitus valgus and dysmorphism syndrome (disorder)"
"3170",719139003,"X-linked Dandy-Walker malformation with intellectual disability, basal ganglia disease and seizure syndrome (disorder)"
"3171",719140001,"X-linked intellectual disability with dysmorphism and cerebral atrophy syndrome (disorder)"
"3172",719155005,"X-linked intellectual disability and epilepsy with progressive joint contracture and facial dysmorphism syndrome (disorder)"
"3173",719156006,"X-linked intellectual disability with hypogammaglobulinemia and progressive neurological deterioration syndrome (disorder)"
"3174",719157002,"X-linked intellectual disability and hypotonia with facial dysmorphism and aggressive behavior syndrome (disorder)"
"3175",719160009,"Syndromic X-linked intellectual disability type 7 (disorder)"
"3176",719161008,"Syndromic X-linked intellectual disability due to jumonji at-rich interactive domain 1c mutation (disorder)"
"3177",719162001,"Radioulnar synostosis with microcephaly and scoliosis syndrome (disorder)"
"3178",719202006,"Spondyloepiphyseal dysplasia tarda Kohn type (disorder)"
"3179",719212004,"Smith Fineman Myers syndrome (disorder)"
"3180",719315000,"Acquired receptive language impairment (disorder)"
"3181",719378009,"Microcephalus with brachydactyly and kyphoscoliosis syndrome (disorder)"
"3182",719380003,"Microcephalus cardiomyopathy syndrome (disorder)"
"3183",719396000,"Microcephalus and intellectual disability with phalangeal and neurological anomaly syndrome (disorder)"
"3184",719450007,"Disorder of sex development with intellectual disability syndrome (disorder)"
"3185",719466009,"Cleft palate with short stature and vertebral anomaly syndrome (disorder)"
"3186",719583002,"17q11.2 microduplication syndrome (disorder)"
"3187",719592004,"Moderately severe major depression (disorder)"
"3188",719593009,"Moderately severe depression (disorder)"
"3189",719599008,"19q13.11 microdeletion syndrome (disorder)"
"3190",719600006,"1p21.3 microdeletion syndrome (disorder)"
"3191",719717006,"Psychosis co-occurrent and due to Parkinson's disease (disorder)"
"3192",719800009,"Deafness, onychodystrophy, osteodystrophy, intellectual disability syndrome (disorder)"
"3193",719808002,"Chromosome Xp11.3 microdeletion syndrome (disorder)"
"3194",719809005,"X-linked intellectual disability with precocious puberty and obesity syndrome (disorder)"
"3195",719810000,"X-linked intellectual disability with seizure and psoriasis syndrome (disorder)"
"3196",719811001,"X-linked intellectual disability Cabezas type (disorder)"
"3197",719812008,"X-linked intellectual disability with plagiocephaly syndrome (disorder)"
"3198",719825000,"X-linked intellectual disability, macrocephaly, macroorchidism syndrome (disorder)"
"3199",719826004,"X-linked intellectual disability with acromegaly and hyperactivity syndrome (disorder)"
"3200",719834005,"Wilson Turner syndrome (disorder)"
"3201",719842006,"Congenital hypoplasia of ulna and intellectual disability syndrome (disorder)"
"3202",719909009,"Chromosome Xq28 trisomy (disorder)"
"3203",719947004,"Craniofacial dysmorphism with coloboma of eye and corpus callosum agenesis syndrome (disorder)"
"3204",720010009,"Microphthalmia with brain atrophy syndrome (disorder)"
"3205",720401009,"Cystic fibrosis with gastritis and megaloblastic anemia syndrome (disorder)"
"3206",720451004,"Minimal recurrent major depression (disorder)"
"3207",720452006,"Moderately severe recurrent major depression (disorder)"
"3208",720453001,"Moderately severe major depression single episode (disorder)"
"3209",720454007,"Minimal major depression single episode (disorder)"
"3210",720455008,"Minimal major depression (disorder)"
"3211",720468000,"Aniridia and intellectual disability syndrome (disorder)"
"3212",720501007,"Arachnodactyly with abnormal ossification and intellectual disability syndrome (disorder)"
"3213",720502000,"Arachnodactyly and intellectual disability with facial dysmorphism syndrome (disorder)"
"3214",720517001,"Ataxia with deafness and intellectual disability syndrome (disorder)"
"3215",720573009,"Brachymorphism with onychodysplasia and dysphalangism syndrome (disorder)"
"3216",720635002,"Cerebro-facio-thoracic dysplasia (disorder)"
"3217",720639008,"Coloboma, congenital heart disease, ichthyosiform dermatosis, intellectual disability ear anomaly syndrome (disorder)"
"3218",720746006,"Contracture with ectodermal dysplasia and orofacial cleft syndrome (disorder)"
"3219",720748007,"Aural atresia with multiple congenital anomalies and intellectual disability syndrome (disorder)"
"3220",720825005,"Cystic leukoencephalopathy without megalencephaly (disorder)"
"3221",720855003,"Cerebrooculonasal syndrome (disorder)"
"3222",720954000,"Filippi syndrome (disorder)"
"3223",720955004,"Fine Lubinsky syndrome (disorder)"
"3224",720957007,"Deafness with skeletal dysplasia and lip granuloma syndrome (disorder)"
"3225",720979002,"Alopecia, contracture, dwarfism, intellectual disability syndrome (disorder)"
"3226",720981000,"Alopecia and intellectual disability with hypergonadotropic hypogonadism syndrome (disorder)"
"3227",720982007,"Alport syndrome, intellectual disability, midface hypoplasia, elliptocytosis syndrome (disorder)"
"3228",721007005,"Hair defect with photosensitivity and intellectual disability syndrome (disorder)"
"3229",721008000,"Hall Riggs syndrome (disorder)"
"3230",721017000,"Postaxial polydactyly and intellectual disability syndrome (disorder)"
"3231",721073008,"Short stature with webbed neck and congenital heart disease syndrome (disorder)"
"3232",721086004,"Deafness, genital anomaly, metacarpal and metatarsal synostosis syndrome (disorder)"
"3233",721087008,"Deafness and intellectual disability Martin Probst type syndrome (disorder)"
"3234",721089006,"Dentinogenesis imperfecta, short stature, hearing loss, intellectual disability syndrome (disorder)"
"3235",721146009,"Intellectual disability, epilepsy, bulbous nose syndrome (disorder)"
"3236",721165001,"Variably protease sensitive prionopathy (disorder)"
"3237",721207002,"Seizure, sensorineural deafness, ataxia, intellectual disability, electrolyte imbalance syndrome (disorder)"
"3238",721208007,"Ectodermal dysplasia with blindness syndrome (disorder)"
"3239",721219005,"Familial Alzheimer-like prion disease (disorder)"
"3240",721224008,"Holmes Gang syndrome (disorder)"
"3241",721255002,"Acquired prion disease (disorder)"
"3242",721710005,"Fibrosis of liver caused by alcohol (disorder)"
"3243",721841001,"Hypogonadism with mitral valve prolapse and intellectual disability syndrome (disorder)"
"3244",721843003,"Growth retardation, alopecia, pseudoanodontia, optic atrophy syndrome (disorder)"
"3245",721875000,"Juberg Marsidi syndrome (disorder)"
"3246",721883006,"Radioulnar synostosis with developmental delay and hypotonia syndrome (disorder)"
"3247",721973006,"Lipodystrophy, intellectual disability, deafness syndrome (disorder)"
"3248",721974000,"Lowry MacLean syndrome (disorder)"
"3249",722002002,"Intellectual disability, balding, patella luxation, acromicria syndrome (disorder)"
"3250",722003007,"Intellectual disability with cataract and kyphosis syndrome (disorder)"
"3251",722031003,"Kapur Toriello syndrome (disorder)"
"3252",722033000,"Macrocephaly, short stature, paraplegia syndrome (disorder)"
"3253",722035007,"Intellectual disability, enteropathy, deafness, peripheral neuropathy, ichthyosis, keratoderma syndrome (disorder)"
"3254",722037004,"Intellectual disability, epileptic seizures, hypogonadism and hypogenitalism, microcephaly, obesity syndrome (disorder)"
"3255",722055008,"Oculopalatocerebral syndrome (disorder)"
"3256",722056009,"Oculocerebrofacial syndrome Kaufman type (disorder)"
"3257",722065002,"Okamoto syndrome (disorder)"
"3258",722075004,"Oro-facial digital syndrome type 10 (disorder)"
"3259",722105002,"Oro-facial digital syndrome type 5 (disorder)"
"3260",722106001,"Oro-facial digital syndrome type 8 (disorder)"
"3261",722107005,"Ossification anomaly with psychomotor developmental delay syndrome (disorder)"
"3262",722110003,"Osteogenesis imperfecta, retinopathy, seizures, intellectual disability syndrome (disorder)"
"3263",722111004,"Osteopenia, myopia, hearing loss, intellectual disability, facial dysmorphism syndrome (disorder)"
"3264",722209002,"Spastic paraplegia, intellectual disability, palmoplantar hyperkeratosis syndrome (disorder)"
"3265",722213009,"Severe X-linked intellectual disability Gustavson type (disorder)"
"3266",722281001,"Agammaglobulinemia, microcephaly, craniosynostosis, severe dermatitis syndrome (disorder)"
"3267",722282008,"Agenesis of corpus callosum, intellectual disability, coloboma, micrognathia syndrome (disorder)"
"3268",722287002,"Autism and facial port-wine stain syndrome (disorder)"
"3269",722378009,"Congenital cataract with deafness and hypogonadism syndrome (disorder)"
"3270",722379001,"Congenital cataract with hypertrichosis and intellectual disability syndrome (disorder)"
"3271",722380003,"Congenital cataract with intellectual disability and hypogonadotropic hypogonadism syndrome (disorder)"
"3272",722454003,"Intellectual disability, craniofacial dysmorphism, hypogonadism, diabetes mellitus syndrome (disorder)"
"3273",722455002,"Intellectual disability, hypoplastic corpus callosum, preauricular tag syndrome (disorder)"
"3274",722456001,"Intellectual disability, developmental delay, contracture syndrome (disorder)"
"3275",722459008,"Male hypergonadotropic hypogonadism, intellectual disability, skeletal anomaly syndrome (disorder)"
"3276",722477003,"Toriello Carey syndrome (disorder)"
"3277",722478008,"Skeletal dysplasia with intellectual disability syndrome (disorder)"
"3278",722600006,"Non-amnestic Alzheimer disease (disorder)"
"3279",722877006,"Adult rumination syndrome of ingested food (disorder)"
"3280",722959000,"Anorexia nervosa co-occurrent with dangerously low body weight (disorder)"
"3281",722960005,"Anorexia nervosa co-occurrent with significantly low body weight (disorder)"
"3282",722961009,"Delirium caused by substance or medication (disorder)"
"3283",722962002,"Amnestic disorder caused by substance (disorder)"
"3284",722972004,"Secondary tic disorder (disorder)"
"3285",722973009,"Tic due to developmental disorder (disorder)"
"3286",722975002,"Primary stereotypy (disorder)"
"3287",722976001,"Secondary stereotypy (disorder)"
"3288",722977005,"Dementia co-occurrent and due to neurocysticercosis (disorder)"
"3289",722978000,"Toxic dementia (disorder)"
"3290",722979008,"Dementia due to metabolic abnormality (disorder)"
"3291",722980006,"Dementia due to chromosomal anomaly (disorder)"
"3292",723122006,"Primary tic disorder (disorder)"
"3293",723123001,"Ischemic vascular dementia (disorder)"
"3294",723304001,"Microcephaly, seizure, intellectual disability, heart disease syndrome (disorder)"
"3295",723332005,"Isodicentric chromosome 15 syndrome (disorder)"
"3296",723333000,"Faciocardiorenal syndrome (disorder)"
"3297",723336008,"Fallot complex with intellectual disability and growth delay syndrome (disorder)"
"3298",723365002,"Hypotrichosis and intellectual disability syndrome Lopes type (disorder)"
"3299",723390000,"Rapidly progressive dementia (disorder)"
"3300",723403008,"Microbrachycephaly, ptosis, cleft lip syndrome (disorder)"
"3301",723410002,"N syndrome (disorder)"
"3302",723441001,"Non-progressive cerebellar ataxia with intellectual disability (disorder)"
"3303",723454008,"Phosphoribosylpyrophosphate synthetase superactivity (disorder)"
"3304",723501008,"Renier Gabreels Jasper syndrome (disorder)"
"3305",723504000,"Ramos Arroyo syndrome (disorder)"
"3306",723621000,"Spastic tetraplegia, retinitis pigmentosa, intellectual disability syndrome (disorder)"
"3307",723676007,"Severe intellectual disability, epilepsy, anal anomaly, distal phalangeal hypoplasia syndrome (disorder)"
"3308",723899008,"Delusional disorder currently symptomatic (disorder)"
"3309",723900003,"Delusional disorder currently in partial remission (disorder)"
"3310",723901004,"Delusional disorder currently in full remission (disorder)"
"3311",723903001,"Bipolar type I disorder currently in full remission (disorder)"
"3312",723905008,"Bipolar type II disorder currently in full remission (disorder)"
"3313",723912004,"Secondary mood disorder (disorder)"
"3314",723913009,"Olfactory reference disorder (disorder)"
"3315",723914003,"Prolonged grief disorder (disorder)"
"3316",723915002,"Secondary dissociative disorder (disorder)"
"3317",723916001,"Bodily distress disorder (disorder)"
"3318",723917005,"Dangerously low body weight co-occurrent and due to anorexia nervosa of restricting type (disorder)"
"3319",723918000,"Dangerously low body weight co-occurrent and due to anorexia nervosa of binge-eating purging type (disorder)"
"3320",723919008,"Significantly low body weight co-occurrent and due to anorexia nervosa of restricting type (disorder)"
"3321",723920002,"Significantly low body weight co-occurrent and due to anorexia nervosa of binge-eating purging type (disorder)"
"3322",723926008,"Perceptual disturbances and seizures co-occurrent and due to alcohol withdrawal (disorder)"
"3323",723927004,"Psychotic disorder caused by alcohol with schizophreniform symptoms (disorder)"
"3324",723928009,"Mood disorder with depressive symptoms caused by alcohol (disorder)"
"3325",723929001,"Mood disorder with manic symptoms caused by alcohol (disorder)"
"3326",723930006,"Mood disorder with mixed manic and depressive symptoms caused by alcohol (disorder)"
"3327",723933008,"Cannabis dependence with current use (disorder)"
"3328",723936000,"Psychotic disorder caused by cannabis (disorder)"
"3329",723937009,"Sleep disorder caused by cannabis (disorder)"
"3330",723994004,"Seizures and intellectual disability due to hydroxylysinuria syndrome (disorder)"
"3331",724001005,"Retinitis pigmentosa, intellectual disability, deafness, hypogenitalism syndrome (disorder)"
"3332",724039002,"Psychomotor retardation due to S-adenosylhomocysteine hydrolase deficiency (disorder)"
"3333",724137002,"Macrocephaly, obesity, mental disability, ocular abnormality syndrome (disorder)"
"3334",724178000,"Laryngeal abductor paralysis with intellectual disability syndrome (disorder)"
"3335",724207001,"Kleefstra syndrome (disorder)"
"3336",724228005,"Infantile choroidocerebral calcification syndrome (disorder)"
"3337",724544000,"Infection causing tic (disorder)"
"3338",724545004,"Tic due to and following infection (disorder)"
"3339",724564005,"Intellectual developmental disorder due to nutritional deficiency (disorder)"
"3340",724651001,"Developmental speech fluency disorder (disorder)"
"3341",724652008,"Stereotypic movement disorder without self-injurious behavior (disorder)"
"3342",724653003,"Opioid dependence with current use (disorder)"
"3343",724654009,"Anxiety disorder caused by opioid (disorder)"
"3344",724655005,"Psychotic disorder caused by opioid (disorder)"
"3345",724656006,"Hypnotic dependence (disorder)"
"3346",724657002,"Sedative dependence with current use (disorder)"
"3347",724658007,"Hypnotic dependence with current use (disorder)"
"3348",724659004,"Anxiolytic dependence with current use (disorder)"
"3349",724660009,"Hypnotic withdrawal syndrome (disorder)"
"3350",724661008,"Anxiolytic withdrawal syndrome (disorder)"
"3351",724662001,"Sedative withdrawal syndrome without complication (disorder)"
"3352",724663006,"Hypnotic withdrawal syndrome without complication (disorder)"
"3353",724664000,"Anxiolytic withdrawal syndrome without complication (disorder)"
"3354",724665004,"Perceptual disturbances co-occurrent and due to sedative withdrawal (disorder)"
"3355",724666003,"Perceptual disturbances co-occurrent and due to hypnotic withdrawal (disorder)"
"3356",724667007,"Perceptual disturbances co-occurrent and due to anxiolytic withdrawal (disorder)"
"3357",724668002,"Seizure co-occurrent and due to sedative withdrawal (disorder)"
"3358",724669005,"Seizure co-occurrent and due to hypnotic withdrawal (disorder)"
"3359",724670006,"Seizure co-occurrent and due to anxiolytic withdrawal (disorder)"
"3360",724671005,"Perceptual disturbances and seizures co-occurrent and due to sedative withdrawal (disorder)"
"3361",724672003,"Perceptual disturbances and seizures co-occurrent and due to hypnotic withdrawal (disorder)"
"3362",724673008,"Psychotic disorder caused by sedative (disorder)"
"3363",724674002,"Psychotic disorder caused by hypnotic (disorder)"
"3364",724675001,"Psychotic disorder caused by anxiolytic (disorder)"
"3365",724676000,"Mood disorder with depressive symptoms caused by sedative (disorder)"
"3366",724677009,"Mood disorder with depressive symptoms caused by hypnotic (disorder)"
"3367",724678004,"Mood disorder with depressive symptoms caused by anxiolytic (disorder)"
"3368",724679007,"Mood disorder with manic symptoms caused by sedative (disorder)"
"3369",724680005,"Mood disorder with manic symptoms caused by hypnotic (disorder)"
"3370",724681009,"Mood disorder with manic symptoms caused by anxiolytic (disorder)"
"3371",724682002,"Mood disorder with mixed depressive and manic symptoms caused by sedative (disorder)"
"3372",724683007,"Mood disorder with mixed depressive and manic symptoms caused by hypnotic (disorder)"
"3373",724684001,"Mood disorder with mixed depressive and manic symptoms caused by anxiolytic (disorder)"
"3374",724685000,"Amnestic disorder caused by sedative (disorder)"
"3375",724686004,"Amnestic disorder caused by hypnotic (disorder)"
"3376",724687008,"Amnestic disorder caused by anxiolytic (disorder)"
"3377",724688003,"Cocaine dependence with current use (disorder)"
"3378",724689006,"Psychotic disorder caused by cocaine (disorder)"
"3379",724690002,"Mood disorder with depressive symptoms caused by cocaine (disorder)"
"3380",724691003,"Mood disorder with manic symptoms caused by cocaine (disorder)"
"3381",724692005,"Mood disorder with mixed depressive and manic symptoms caused by cocaine (disorder)"
"3382",724693000,"Obsessive compulsive disorder caused by cocaine (disorder)"
"3383",724694006,"Harmful pattern of use of caffeine (disorder)"
"3384",724695007,"Hallucinogen dependence with current use (disorder)"
"3385",724696008,"Psychotic disorder caused by hallucinogen (disorder)"
"3386",724697004,"Harmful pattern of use of nicotine (disorder)"
"3387",724698009,"Nicotine dependence with current use (disorder)"
"3388",724700000,"Volatile inhalant dependence with current use (disorder)"
"3389",724702008,"Psychotic disorder caused by volatile inhalant (disorder)"
"3390",724703003,"Harmful pattern of use of substituted amphetamine (disorder)"
"3391",724704009,"Methylenedioxymethamphetamine dependence with current use (disorder)"
"3392",724705005,"Delirium caused by methylenedioxymethamphetamine (disorder)"
"3393",724706006,"Psychotic disorder caused by methylenedioxymethamphetamine (disorder)"
"3394",724707002,"Mood disorder caused by methylenedioxymethamphetamine (disorder)"
"3395",724708007,"Anxiety disorder caused by methylenedioxymethamphetamine (disorder)"
"3396",724711008,"Intoxication caused by ketamine (disorder)"
"3397",724712001,"Harmful use of dissociative drug (disorder)"
"3398",724713006,"Harmful use of ketamine (disorder)"
"3399",724714000,"Dependence caused by dissociative substance (disorder)"
"3400",724715004,"Ketamine dependence (disorder)"
"3401",724716003,"Delirium caused by ketamine (disorder)"
"3402",724717007,"Delirium caused by dissociative drug (disorder)"
"3403",724718002,"Psychotic disorder caused by dissociative drug (disorder)"
"3404",724719005,"Psychotic disorder caused by ketamine (disorder)"
"3405",724720004,"Mood disorder caused by dissociative drug (disorder)"
"3406",724721000,"Mood disorder caused by ketamine (disorder)"
"3407",724722007,"Anxiety disorder caused by dissociative drug (disorder)"
"3408",724723002,"Anxiety disorder caused by ketamine (disorder)"
"3409",724724008,"Psychoactive substance dependence with current use (disorder)"
"3410",724725009,"Psychoactive substance withdrawal syndrome without complication (disorder)"
"3411",724726005,"Perceptual disturbances co-occurrent and due to psychoactive substance withdrawal (disorder)"
"3412",724727001,"Seizure co-occurrent and due to psychoactive substance withdrawal (disorder)"
"3413",724728006,"Perceptual disturbances and seizures co-occurrent and due to psychoactive substance withdrawal (disorder)"
"3414",724729003,"Psychotic disorder caused by psychoactive substance (disorder)"
"3415",724730008,"Obsessive compulsive disorder caused by psychoactive substance (disorder)"
"3416",724733005,"Oppositional defiant disorder co-occurrent with chronic irritability-anger (disorder)"
"3417",724734004,"Oppositional defiant disorder co-occurrent with chronic irritability-anger with normal prosocial emotions (disorder)"
"3418",724735003,"Oppositional defiant disorder without chronic irritability-anger (disorder)"
"3419",724736002,"Oppositional defiant disorder without chronic irritability-anger with limited prosocial emotions (disorder)"
"3420",724737006,"Oppositional defiant disorder without chronic irritability-anger with normal prosocial emotions (disorder)"
"3421",724738001,"Childhood onset conduct-dissocial disorder with limited prosocial emotions (disorder)"
"3422",724739009,"Childhood onset conduct-dissocial disorder with normal prosocial emotions (disorder)"
"3423",724740006,"Adolescent onset conduct-dissocial disorder (disorder)"
"3424",724741005,"Adolescent onset conduct-dissocial disorder with limited prosocial emotions (disorder)"
"3425",724742003,"Adolescent onset conduct-dissocial disorder with normal prosocial emotions (disorder)"
"3426",724743008,"Coercive sexual sadism (disorder)"
"3427",724744002,"Paraphilia involving non-consenting individual (disorder)"
"3428",724745001,"Paraphilia involving solitary behavior or consenting individuals (disorder)"
"3429",724746000,"Delirium due to multiple etiological factors (disorder)"
"3430",724747009,"Amnestic disorder due to multiple etiological factors (disorder)"
"3431",724752004,"Hypnogogic exploding head syndrome (disorder)"
"3432",724755002,"Positive symptoms co-occurrent and due to primary psychotic disorder (disorder)"
"3433",724756001,"Negative symptoms co-occurrent and due to primary psychotic disorder (disorder)"
"3434",724757005,"Depressive symptoms due to primary psychotic disorder (disorder)"
"3435",724758000,"Manic symptoms co-occurrent and due to primary psychotic disorder (disorder)"
"3436",724759008,"Psychomotor symptom co-occurrent and due to psychotic disorder (disorder)"
"3437",724760003,"Cognitive impairment co-occurrent and due to primary psychotic disorder (disorder)"
"3438",724776007,"Dementia due to disorder of central nervous system (disorder)"
"3439",724777003,"Dementia due to infectious disease (disorder)"
"3440",724818008,"Functional monoparesis (disorder)"
"3441",724819000,"Functional paraparesis (disorder)"
"3442",724992007,"Epilepsy co-occurrent and due to dementia (disorder)"
"3443",725121001,"Selective serotonin re-uptake inhibitor withdrawal syndrome (disorder)"
"3444",725140007,"Temple Baraitser syndrome (disorder)"
"3445",725163002,"X-linked spasticity, intellectual disability, epilepsy syndrome (disorder)"
"3446",725289009,"5-amino-4-imidazole carboxamide ribosiduria (disorder)"
"3447",725292008,"Paraplegia, brachydactyly, cone-shaped epiphysis syndrome (disorder)"
"3448",725589005,"Bullous dystrophy macular type (disorder)"
"3449",725898002,"Delirium co-occurrent with dementia (disorder)"
"3450",725906006,"Intellectual disability Buenos Aires type (disorder)"
"3451",725908007,"Neurofaciodigitorenal syndrome (disorder)"
"3452",725912001,"X-linked intellectual disability Brooks type (disorder)"
"3453",726031001,"Cerebellar ataxia, intellectual disability, optic atrophy, skin abnormalities syndrome (disorder)"
"3454",726621009,"Caudal appendage deafness syndrome (disorder)"
"3455",726669007,"Central nervous system calcification, deafness, tubular acidosis, anemia syndrome (disorder)"
"3456",726670008,"Weaver Williams syndrome (disorder)"
"3457",726672000,"Short stature, unique facies, enamel hypoplasia, progressive joint stiffness, high-pitched voice syndrome (disorder)"
"3458",726709001,"Intellectual disability, cataract, calcified pinna, myopathy syndrome (disorder)"
"3459",726727003,"X-linked intellectual disability Hedera type (disorder)"
"3460",726732002,"X-linked intellectual disability Nascimento type (disorder)"
"3461",726772006,"Major depression with psychotic features (disorder)"
"3462",732246009,"X-linked intellectual disability, limb spasticity, retinal dystrophy, arginine vasopressin deficiency (disorder)"
"3463",732251003,"Cortical blindness, intellectual disability, polydactyly syndrome (disorder)"
"3464",732954002,"Osteopenia, intellectual disability, sparse hair syndrome (disorder)"
"3465",732957009,"Brachydactyly and preaxial hallux varus syndrome (disorder)"
"3466",732958004,"Spastic paraplegia with precocious puberty syndrome (disorder)"
"3467",732961003,"Branchial dysplasia, intellectual disability, inguinal hernia syndrome (disorder)"
"3468",733031004,"Epilepsy, microcephaly, skeletal dysplasia syndrome (disorder)"
"3469",733032006,"Epilepsy telangiectasia syndrome (disorder)"
"3470",733049004,"Encephalopathy, intracerebral calcification, retinal degeneration syndrome (disorder)"
"3471",733050004,"Dysmorphism, short stature, deafness, disorder of sex development syndrome (disorder)"
"3472",733062000,"Marfanoid habitus with autosomal recessive intellectual disability syndrome (disorder)"
"3473",733072002,"Alaninuria, microcephaly, dwarfism, enamel hypoplasia, diabetes mellitus syndrome (disorder)"
"3474",733086003,"Pseudoprogeria syndrome (disorder)"
"3475",733088002,"Preaxial polydactyly, colobomata, intellectual disability syndrome (disorder)"
"3476",733090001,"Microcephalus, digital anomaly, intellectual disability syndrome (disorder)"
"3477",733097003,"Ichthyosis, intellectual disability, dwarfism, renal impairment syndrome (disorder)"
"3478",733110004,"Van den Bosch syndrome (disorder)"
"3479",733116005,"Aniridia, renal agenesis, psychomotor retardation syndrome (disorder)"
"3480",733117001,"Thumb stiffness, brachydactyly, intellectual disability syndrome (disorder)"
"3481",733184002,"Dementia caused by heavy metal exposure (disorder)"
"3482",733185001,"Dementia following injury caused by exposure to ionizing radiation (disorder)"
"3483",733190003,"Dementia due to primary malignant neoplasm of brain (disorder)"
"3484",733191004,"Dementia due to chronic subdural hematoma (disorder)"
"3485",733192006,"Dementia due to herpes encephalitis (disorder)"
"3486",733193001,"Dementia co-occurrent and due to progressive multifocal leukoencephalopathy (disorder)"
"3487",733194007,"Dementia co-occurrent and due to Down syndrome (disorder)"
"3488",733417008,"Facial dysmorphism, macrocephaly, myopia, Dandy-Walker malformation syndrome (disorder)"
"3489",733419006,"Metaphyseal dysostosis, intellectual disability, conductive deafness syndrome (disorder)"
"3490",733422008,"Prion protein systemic amyloidosis (disorder)"
"3491",733455003,"Spastic paraplegia, glaucoma, intellectual disability syndrome (disorder)"
"3492",733472005,"Microcephalus, glomerulonephritis, marfanoid habitus syndrome (disorder)"
"3493",733522005,"Megalocornea with intellectual disability syndrome (disorder)"
"3494",733623005,"Autism spectrum disorder, epilepsy, arthrogryposis syndrome (disorder)"
"3495",734017008,"Ectodermal dysplasia, intellectual disability, central nervous system malformation syndrome (disorder)"
"3496",734173003,"Skeletal abnormality, cutis laxa, craniostenosis, ambiguous genitalia, retardation, facial abnormality syndrome (disorder)"
"3497",734349003,"Alpha-thalassemia intellectual disability syndrome linked to chromosome 16 (disorder)"
"3498",735541006,"Dissociative neurological symptom disorder (disorder)"
"3499",735542004,"Dissociative neurological disorder with symptom of weakness (disorder)"
"3500",735543009,"Dissociative neurological disorder with symptom of alteration of sensation (disorder)"
"3501",735544003,"Dissociative neurological disorder with symptom of movement disorder (disorder)"
"3502",735545002,"Dissociative neurological symptom disorder with visual symptom (disorder)"
"3503",735546001,"Dissociative neurological symptom disorder with swallowing symptom (disorder)"
"3504",735547005,"Dissociative neurological symptom disorder co-occurrent with auditory symptom (disorder)"
"3505",735548000,"Dissociative neurological symptom disorder co-occurrent with dizziness (disorder)"
"3506",735549008,"Gambling disorder predominantly offline (disorder)"
